15673.8846,5193.6169
15647.4822,4982.0172
15742.5496,4529.2851
15481.1536,4591.8629
15143.9185,4676.7884
15167.9762,5164.8665
16122.0777,5145.8703
15647.1948,4737.5908
15139.3198,4897.3510
15878.8055,4651.6539
16048.3966,5142.2599
15139.6080,4716.9789
15941.0885,5219.0658
15479.3093,4526.3369
15220.1424,5112.6518
15643.9650,4957.5336
15890.5145,4573.9000
15100.7402,4566.2820
15924.3899,4733.4496
15960.9196,4661.0199
16046.6802,4714.5242
15384.2611,5133.0442
15882.9179,4783.2528
16002.6450,4563.7139
15542.0253,4752.8832
15971.4581,4701.8165
16088.1985,4910.2372
15821.9867,5057.6546
15297.2292,4674.0825
15280.4254,4941.7935
15223.9844,4851.3258
15819.3454,5217.5694
15201.1191,5020.2998
15872.2017,4635.1057
15122.0229,5067.8540
15829.8230,4746.8762
15612.5946,4835.8310
15550.4991,4553.9399
15071.7313,5007.3872
16105.0758,4997.9028
15694.8508,5218.4388
15320.1128,4782.7555
15861.3737,5054.1538
15490.9889,4980.7948
15423.8349,5101.0490
15934.6933,5059.9179
16018.5745,4637.6929
15778.1305,4616.2998
15604.4007,5125.0704
16005.9912,5178.8981
15446.9241,4571.4587
15980.2919,4527.0853
15120.1059,5131.7502
15832.0491,4556.7022
15549.4693,4759.5021
15789.1818,4633.8401
15358.4304,5000.0391
15578.9670,5104.7799
15620.7698,4596.6246
15783.5176,4906.9112
15632.9578,4977.8887
15644.7688,4531.9553
15954.5992,5090.7593
16030.4433,5105.4634
15979.0823,4817.1161
16107.0894,4861.5795
15483.1657,4635.7804
15896.1140,4844.3766
15542.0062,4906.6483
15214.5569,4609.5266
15902.9933,4924.6788
15747.8487,4963.4701
15544.6327,4843.2292
15725.4118,4584.2907
15840.8735,4864.0409
15749.6101,5186.2179
15697.8570,5020.5951
15436.8009,4705.1053
15219.1969,5217.5247
15176.0995,5075.7026
15657.9410,5085.3568
15070.4709,4798.5167
16016.2527,4645.6340
16108.7576,4936.5558
15476.0700,5186.9014
15625.8819,4525.1688
15187.9529,4936.4746
15262.8461,5019.1542
15926.2151,4786.8918
15444.1324,5101.8601
15680.7925,4969.2071
15374.9789,4891.7464
15137.5530,5049.0375
15162.6369,4929.0404
15879.8236,4609.7490
15929.8422,4640.1068
15310.1056,5154.1764
15732.1450,4988.7714
15118.2209,5168.0535
15087.1581,4993.1986
15218.2935,5172.7634
15670.3938,4776.4460
15816.8258,4916.1880
15406.4209,4606.9087
15820.3683,4527.9401
15715.1898,5213.4331
15327.4095,4536.6528
15562.7171,4772.6849
15726.4117,5026.7734
16014.7036,5153.0150
15725.0990,5012.4926
15389.0915,5150.4262
15721.3115,5087.5934
15350.8020,5150.3727
15617.9006,4730.5933
16057.3157,4553.0355
15780.5111,4910.4389
15515.8875,4818.0249
15768.5306,4726.4675
15377.7835,5224.8380
15102.6400,4646.1096
15585.6146,5026.5581
15304.7523,4599.3508
16035.3893,5074.6040
15569.5696,4562.0175
15856.4955,4678.0122
15577.2164,4983.6756
15368.6716,5178.6471
15470.2393,5107.5957
15732.4271,4900.5605
15078.7936,5124.3646
15160.4135,4735.6812
15452.6402,4903.3146
15592.1438,4628.8904
15978.0142,4728.7925
15876.7747,4699.5100
15682.0143,5125.8530
15697.0776,4532.0878
15321.7233,4770.0517
15182.2389,5118.3364
16043.7364,4686.4578
15245.3029,4838.0970
15638.9880,4746.8397
15738.2920,4815.3740
15330.7956,5175.0756
15927.8168,4822.3133
15976.4858,5059.4171
15108.7354,4543.5199
15930.4640,5192.2915
15345.6155,4567.6751
15062.9497,4788.0621
15128.6813,4923.5897
15633.9416,5144.8962
15835.1640,5089.1512
15590.6740,4782.3172
15674.5850,4903.8724
15756.2313,5085.6094
15582.0734,4541.9711
15528.5274,5134.5138
15669.9607,4565.3230
15327.2250,4947.9286
15661.6930,5020.2700
15153.6333,4563.3397
15372.8893,4930.7908
15090.6759,5163.8789
15912.3806,4993.8066
16097.9074,4657.0883
15672.5164,4731.5015
15577.4240,4618.2929
16113.2516,4590.6901
15492.6360,4921.9563
16106.7573,5163.0637
15197.6583,4901.0650
15722.4607,4929.5062
15513.3878,4810.6761
15605.5547,4848.3988
15391.5301,4673.4838
15667.6611,4691.9514
15888.8088,4595.4843
15794.0093,4648.7250
15725.9611,4591.6822
15295.9623,5133.6158
15396.2077,4710.9669
15437.7965,4801.5788
15269.2906,5100.4193
15723.9904,4895.5902
15948.1283,4599.5095
15718.8898,4609.4749
15336.9237,5032.2449
15929.2200,5023.3733
16096.4705,5115.2051
15187.6807,4814.1629
15494.5464,4603.0361
15845.5446,4846.6671
15863.3387,5114.5106
15712.8737,5035.7336
15258.8521,4883.9443
16092.1822,4978.7248
15768.2705,4650.5985
15441.2876,5108.3935
